고객ID,나이,소득,근속연수,복지비사용액,만족도점수,건강지수,지원인원,성별,결혼상태,고용형태,학력,복지등급,지역,장애여부,웰니스참여,보육지원,정신건강지원,기록일자
CUST100097,53.40549382623932,1102159.0,9.511570366838916,30465.051303390108,100.23884216179644,42.71408340678224,10.395501612566491,여성,미혼,정규직,석사,가족형,서울,없음,아니오,아니오,0,2025-09-18
CUST100098,59.539304246100514,4599593.0,20.384133606760123,63753.04564365547,61.31875169132858,61.763919774850216,18.503868270886542,남성,미혼,정규직,학사,표준,광주,없음,아니오,아니오,0,2025-09-18
CUST100100,67.7224629382271,4697612.0,53.14612150511836,155357.07355551442,126.72718134072376,106.45693767088342,42.615074512135145,여성,기혼,은퇴,전문학사,가족형,광주,없음,아니오,아니오,0,2025-09-18
CUST100101,78.69280826717754,1000000.0,46.71979426355804,155284.06744591324,107.6067072015833,95.43624846355264,44.58854408161001,남성,미혼,계약직,학사,가족형,울산,없음,예,아니오,0,2025-09-18
CUST100103,123.91168115010252,3332492.0,108.93874114320664,334417.1047774073,168.52542931957916,155.1261711932776,91.6759357502594,남성,미혼,정규직,석사,표준,대구,없음,아니오,아니오,0,2025-09-18
CUST100104,53.64603576121108,4829819.0,14.560242688668836,49485.06658689534,100.382333241698,112.01745991711812,13.61925714607396,여성,미혼,정규직,전문학사,기본,인천,없음,아니오,아니오,1,2025-09-18
CUST100105,84.04564543430078,2252112.0,54.49709603769893,138324.07892758073,122.74135637209748,101.439841193485,39.95614343448958,남성,기혼,은퇴,석사,프리미엄,대전,없음,아니오,아니오,0,2025-09-18
CUST100109,50.86710882602401,5796837.0,19.456049856874447,35738.06284939056,94.67356884177076,91.59058342328592,10.850627731351372,남성,기혼,무직,고졸,기본,인천,경증,아니오,아니오,0,2025-09-18
CUST100110,30.89856692505636,3271181.0,16.961864011045492,46827.04502901158,96.74474007420837,47.268082915821545,13.868839864167867,남성,기혼,무직,박사,기본,기타,없음,예,아니오,0,2025-09-18
CUST100118,94.15648323465491,3741318.0,48.27855092178104,142416.06947507025,95.3427071124188,89.92452155871922,42.06679987599856,남성,기혼,정규직,석사,표준,부산,없음,예,아니오,1,2025-09-18
CUST100120,60.50661707395356,4826631.0,28.17479822479811,34448.06014932295,77.62761644699246,78.37921785396202,9.494416971852369,여성,미혼,계약직,석사,기본,서울,없음,예,아니오,0,2025-09-18
CUST100122,111.01912828793265,4266476.0,62.05984872615546,192821.09305048335,137.445228137066,135.53927620277244,52.89371663271444,남성,기혼,정규직,석사,표준,부산,없음,예,아니오,0,2025-09-18
CUST100123,41.303111781978735,2128394.0,21.96866165834317,59163.06292667704,102.48730082010432,103.75876300098038,17.26477321501877,여성,기혼,은퇴,고졸,표준,광주,없음,예,아니오,1,2025-09-18
CUST100124,51.53452423783885,5460117.0,8.793965275548342,9041.06154787968,81.57785413600621,99.52432911551858,2.539695046190569,남성,미혼,은퇴,학사,프리미엄,대전,없음,예,아니오,0,2025-09-18
CUST100125,76.71962825856566,2124385.0,17.948475667369543,31561.06921788581,75.0593432784869,107.68225025873524,11.712954111942466,여성,기혼,정규직,석사,표준,서울,없음,예,아니오,0,2025-09-18
CUST100126,106.30588962388546,3863162.0,80.91493712858708,277624.0903957406,142.80554278574212,144.9651286573802,78.11035092462416,여성,기혼,무직,학사,표준,부산,없음,예,아니오,0,2025-09-18
CUST100127,80.84545661215512,2594868.0,60.15522369410504,166746.0731090973,114.20088623490514,99.11582197221128,47.73230139062527,남성,사별,정규직,학사,기본,부산,없음,아니오,아니오,0,2025-09-18
CUST100128,50.11312157107253,3423033.0,17.13995990386113,25741.054844569437,81.77365612742186,67.66829546897952,11.1042202361245,남성,기혼,정규직,석사,프리미엄,울산,경증,아니오,아니오,0,2025-09-18
CUST100130,66.9146834357416,3885628.0,54.708255488953554,159720.0679319869,115.10101118307009,96.41029246971652,44.80350619921469,여성,미혼,정규직,석사,프리미엄,기타,없음,아니오,아니오,1,2025-09-18
CUST100131,46.26632746274181,4006304.0,10.626153107014837,15365.055666153648,71.7796327194516,91.0517287797142,6.264485985373279,남성,기혼,정규직,학사,표준,울산,없음,아니오,아니오,0,2025-09-18
CUST100135,95.3832721438166,3837209.2237288137,40.58451746745369,128653.0758906598,134.72774587386766,76.40126462285569,35.30662932486876,남성,이혼,무직,고졸,표준,부산,없음,아니오,아니오,1,2025-09-18
CUST100136,60.63379390416961,4927364.0,36.82826754639222,104099.06041469213,118.09619637994784,59.345667229448416,30.566309919815065,여성,미혼,정규직,학사,표준,광주,없음,아니오,아니오,0,2025-09-18
CUST100137,68.07967431429175,2026870.0,45.55985177735904,109387.05660040826,82.62766148621982,69.22064840745047,30.010048206236014,남성,기혼,정규직,고졸,표준,서울,없음,예,아니오,0,2025-09-18
CUST100139,37.59734580304346,4341407.0,12.527830901925896,38418.05380978,97.7861593127734,76.73391885907472,10.575763337735662,남성,미혼,정규직,고졸,표준,광주,없음,예,아니오,0,2025-09-18
CUST100140,56.4788579293072,3142923.0,20.023701727565207,45296.05253270581,78.14473316037943,64.30126043051476,14.456910000308852,여성,기혼,비정규직,석사,기본,인천,없음,아니오,아니오,0,2025-09-18
CUST100142,45.75371710235481,3319933.0,32.05784386221958,86338.05343088346,88.50839615882511,76.43531129612765,25.695341628327423,여성,기혼,정규직,전문학사,기본,대구,없음,아니오,아니오,0,2025-09-18
CUST100143,80.88356052488476,3650691.0,46.26765740622616,134088.07890479206,131.09703592543133,102.11387692338116,39.796426730983534,남성,기혼,계약직,석사,표준,서울,없음,아니오,아니오,1,2025-09-18
CUST100144,122.49150781920996,3292313.0,86.97311287713933,281937.09635809617,153.57154121324206,135.4173501479173,78.29784922041684,남성,미혼,정규직,고졸,표준,부산,없음,아니오,예,0,2025-09-18
CUST100146,63.41274778393004,2184469.0,40.56635764577544,132417.06305463993,117.7340503285444,79.49932811085647,37.32314182323856,남성,미혼,비정규직,학사,기본,부산,없음,예,아니오,0,2025-09-18
CUST100148,86.24675467760815,5413406.0,46.01326984029316,139088.07124847014,112.54249625593046,88.02060535630793,41.15758718266231,여성,기혼,정규직,학사,프리미엄,대전,없음,아니오,아니오,0,2025-09-18
CUST100149,55.219882413213824,2483646.0,13.032861824941604,37077.05046120322,89.22367695794098,49.9125860616619,11.205087971302246,남성,미혼,정규직,학사,프리미엄,기타,없음,아니오,아니오,1,2025-09-18
CUST100150,101.35804008167024,2310329.0,64.79279372155413,205019.0806164845,126.32443963786274,110.78625650837074,56.2207257831288,남성,미혼,정규직,학사,표준,기타,없음,아니오,아니오,0,2025-09-18
CUST100151,96.59080316185576,1000000.0,67.88298944633824,183991.08584842272,104.66596754380862,144.59286803102424,52.46691339924487,남성,기혼,정규직,석사,프리미엄,서울,없음,아니오,아니오,0,2025-09-18
CUST100152,58.40126268335983,2733245.0,33.00569507158767,92306.06458429068,94.62716563133826,103.48464935590482,27.34104448043287,여성,미혼,정규직,고졸,표준,인천,없음,아니오,아니오,0,2025-09-18
CUST100153,54.80515589061498,1912292.0,18.6509589053508,39168.06033184381,90.39701396073488,85.42010841851945,10.787605440460554,여성,미혼,비정규직,전문학사,기본,인천,없음,아니오,아니오,0,2025-09-18
CUST100154,68.47085857679606,5470418.0,25.16637795327566,85287.06446949975,93.1351337043684,99.98614574072384,24.419802262242413,남성,미혼,정규직,고졸,기본,대전,없음,아니오,아니오,1,2025-09-18
CUST100156,125.2779554105351,2674219.0,69.00847344153759,222924.089743366,126.26136544631828,124.92679031898626,62.13265216764992,남성,기혼,정규직,전문학사,기본,인천,없음,예,아니오,1,2025-09-18
CUST100157,60.506119922602096,6202922.0,18.71310875466016,49026.05613634506,80.35348616916072,76.90483934259873,14.482342616423614,여성,기혼,정규직,석사,실버,부산,경증,예,아니오,0,2025-09-18
CUST100158,45.20949496657591,4678118.0,31.685887373951893,66089.06827340859,102.36004068734276,113.63851898629208,19.16624845589368,남성,미혼,정규직,고졸,기본,울산,없음,예,아니오,0,2025-09-18
CUST100159,107.42525915996178,3110202.0,70.68172519433405,212531.0864366565,132.65400211120823,114.50959771450488,61.28265469720807,여성,미혼,정규직,학사,표준,광주,없음,아니오,아니오,0,2025-09-18
CUST100160,83.85632452407243,1000000.0,57.44084080484976,195925.07156325108,118.66541228075532,105.67694762015503,53.72135265133304,남성,기혼,무직,학사,표준,부산,없음,예,아니오,1,2025-09-18
CUST100162,122.38039296361664,1832513.0,79.86723306082222,245140.0906484605,127.85162874451704,126.9056486687497,70.21565462674052,남성,사별,정규직,박사,표준,대전,없음,아니오,아니오,0,2025-09-18
CUST100163,41.925960960830544,1525521.0,22.21569842169157,35988.051440039155,70.83582709777151,79.04335004073569,9.907118683718178,여성,미혼,무직,학사,기본,대구,없음,예,아니오,0,2025-09-18
CUST100164,82.45984881094405,4727084.0,45.107852928074166,107153.0545377364,58.52991277210826,69.3782732686069,30.39583467739523,남성,미혼,정규직,박사,프리미엄,대전,없음,아니오,아니오,0,2025-09-18
CUST100167,111.37611777307882,4176690.0,50.487901157091,172335.07671788722,87.41902918436209,124.9670238766288,48.26713961227228,여성,기혼,비정규직,학사,프리미엄,대전,중증,아니오,아니오,1,2025-09-18
CUST100168,109.51823988867449,4213705.0,79.48692214901644,256550.09086377695,126.92839992242033,148.96290681419703,74.33962623846998,남성,기혼,은퇴,고졸,가족형,인천,없음,아니오,아니오,1,2025-09-18
CUST100169,54.92971090565246,4524098.0,32.58732505246159,83313.06214972334,101.09821587266715,86.90886054108509,23.87648123871888,여성,이혼,무직,학사,프리미엄,대전,없음,아니오,아니오,1,2025-09-18
CUST100172,63.00287701633892,3625041.0,27.709118929312712,79902.07302855345,110.68702515731214,116.08664839571222,22.95400137468401,남성,이혼,정규직,전문학사,표준,부산,없음,예,아니오,0,2025-09-18
CUST100175,61.35319494697378,3837209.2237288137,27.37200612778159,37538.05836899162,68.26150836384056,83.12462281632153,10.338605999924043,남성,미혼,정규직,고졸,기본,부산,없음,예,아니오,0,2025-09-18
CUST100176,90.61373592602088,1468451.0,53.49183383972876,176827.07499514273,105.3233698992385,121.45323998875108,48.49546542605681,여성,기혼,정규직,학사,표준,기타,없음,아니오,아니오,0,2025-09-18
CUST100179,115.16310955220952,2175692.0,49.60826197986804,149664.09031851328,140.30584617280903,106.79499343947688,42.07417416541759,여성,미혼,계약직,석사,표준,기타,없음,예,예,0,2025-09-18
CUST100180,113.2774322638073,3715872.0,73.08018802701704,233848.08660540983,149.69705536875097,99.37392342689354,66.12043853175508,여성,미혼,비정규직,학사,표준,서울,없음,아니오,아니오,0,2025-09-18
CUST100182,35.2517521587432,4601979.0,11.72558072090582,22606.049912075392,73.12568259166193,82.00121302141689,7.24145441516421,남성,미혼,정규직,전문학사,실버,광주,없음,아니오,아니오,1,2025-09-18
CUST100183,67.39625410142449,1615399.0,34.50669096851971,74083.06728814285,120.00974148787142,64.48431501487802,22.35453385564813,여성,미혼,무직,학사,표준,인천,없음,예,아니오,0,2025-09-18
CUST100185,68.88509311899526,4628925.0,33.70768927441179,68629.05517854657,80.53775002204063,54.65514409397422,20.848255641552505,여성,기혼,정규직,석사,기본,대구,없음,아니오,아니오,0,2025-09-18
CUST100187,93.39570755076268,3230440.0,60.19579962031643,190614.0723931953,110.23664450631236,99.19369202975628,54.267281137402165,남성,기혼,비정규직,고졸,표준,울산,없음,예,아니오,1,2025-09-18
CUST100188,49.23450297262063,4160062.0,23.216984083113232,66291.04120225704,53.8004908207364,62.57394762820561,18.194149407069645,여성,미혼,정규직,학사,표준,인천,없음,아니오,아니오,1,2025-09-18
CUST100189,87.3008109681791,2337986.0,76.99695366779532,233943.07709228972,139.81552449177082,95.88847936985248,66.13599343850304,여성,기혼,정규직,전문학사,기본,서울,없음,아니오,아니오,1,2025-09-18
CUST100190,50.90598669596155,3626450.0,17.792688679691583,54102.05922317092,113.31618698065192,67.73822218928875,15.875833274204076,남성,기혼,정규직,고졸,프리미엄,대구,없음,아니오,아니오,0,2025-09-18
CUST100191,69.388026959254,1899169.0,26.72474075250113,63208.04734150411,64.57263374732678,46.037390051317765,18.356303001449447,여성,미혼,계약직,전문학사,프리미엄,인천,없음,예,아니오,0,2025-09-18
CUST100192,57.93539974356956,2778358.0,30.86331189228847,50579.058655350585,86.47295516597606,67.38541548543867,16.909063456424807,여성,미혼,정규직,고졸,표준,광주,없음,아니오,아니오,0,2025-09-18
CUST100193,47.11999189150141,3883738.0,22.11297990892754,73093.05642419725,81.14238433564442,102.52561171694072,20.072518085653563,여성,미혼,정규직,석사,표준,대전,없음,아니오,아니오,1,2025-09-18
CUST100194,76.05725058186597,1588407.0,40.85709161439323,116545.06945604442,111.262928083807,89.86074780099608,32.983632270802936,여성,기혼,정규직,전문학사,실버,서울,없음,아니오,아니오,0,2025-09-18
CUST100196,38.962485620892686,3476434.0,16.537313410476294,28855.046124200016,59.4104044386708,76.11211655491536,7.9486050987153405,남성,미혼,정규직,석사,프리미엄,광주,없음,아니오,아니오,1,2025-09-18
CUST100197,47.150771994036006,4162987.0,10.504416837106572,14977.04776698674,61.3698569808659,71.1550234467571,4.150670312808482,남성,기혼,무직,전문학사,표준,부산,없음,예,아니오,1,2025-09-18
CUST100200,60.82526469150852,3650269.0,30.706366008080543,53788.067314470936,105.94160008620402,83.56667710374349,14.797723228257883,여성,기혼,정규직,고졸,프리미엄,대전,중증,아니오,아니오,0,2025-09-18
CUST100201,74.23404389413278,2984713.0,32.79212179048133,95342.06800361571,93.04971495637264,104.42294455919776,27.176370639815865,여성,이혼,정규직,고졸,가족형,서울,없음,아니오,아니오,1,2025-09-18
CUST100203,79.33358073828353,3837209.2237288137,27.341371808706977,92083.06437884129,94.26714482089189,85.93472327954966,27.280448114416945,여성,미혼,정규직,학사,표준,광주,없음,예,아니오,0,2025-09-18
CUST100204,84.50781899220343,3558632.0,64.22406304931596,216458.0832127363,125.51137629682354,147.34940657735694,60.35496700936822,여성,이혼,정규직,고졸,기본,울산,없음,아니오,아니오,0,2025-09-18
CUST100205,102.24997141502485,3548710.0,84.91714950133154,262886.082161667,143.82323464849176,99.29973167630476,76.06570842973065,여성,미혼,정규직,전문학사,표준,대구,없음,예,아니오,0,2025-09-18
CUST100206,66.32851718374646,2657609.0,32.81753511968091,66545.0685267221,94.28557316768264,98.5530300552576,19.29157648711154,여성,이혼,정규직,석사,프리미엄,대전,없음,예,아니오,0,2025-09-18
CUST100207,57.732458748706826,2704518.0,18.11614276474087,35291.0538010553,73.24980124383464,71.57869250425667,10.718917561251024,남성,미혼,은퇴,학사,프리미엄,기타,없음,아니오,아니오,1,2025-09-18
